Date,Campaign,AdWords Campaign ID,Sessions,Clicks,Cost,Impressions,Transactions,Revenue,Quantity,HotelName
20161215,"P - The Roxburghe Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657009,28,26,35.11,7421,0,0,0,The Roxburghe
20161210,Principal Manchester General [UK] (S) ^KW ^RLSA *AD,697895232,27,24,19.34,2166,1,166.67,1,The Principal Manchester
20161211,"P - Hartsfield Manor, Betchworth Brand [UK] (S) ^KW ^RLSA-B *AD",700007927,27,24,3.7,79,1,181.67,2,Hartsfield Manor
20161214,"P - Gorse Hill, Woking Brand [UK] (S) ^KW ^RLSA-B *AD",700007924,27,31,11.71,258,1,103.33,1,Gorse Hill
20161215,"P - Sedgebrook Hall, Northampton Brand [UK] (S) ^KW ^RLSA-B *AD",685510712,27,29,9.13,112,0,0,0,Sedgebrook Hall
20161209,Principal Manchester General [UK] (S) ^KW ^RLSA *AD,697895232,26,24,20.58,3381,0,0,0,The Principal Manchester
20161211,Principal Edinburgh General [UK] (S) ^KW RLSA-B *AD,693220974,26,24,12.66,3295,0,0,0,The Principal Edinburgh George…
20161212,Principal York General [UK] (S) ^KW ^RLSA *AD,697895235,26,25,29.96,3466,0,0,0,The Principal York
20161215,Principal York General [UK] (S) ^KW ^RLSA *AD,697895235,26,29,30.63,3089,0,0,0,The Principal York
20161209,"P - Oxford Spires Hotel, Oxford General [UK] (S) ^KW ^RLSA-B *NM",708657000,25,25,40.26,2178,0,0,0,Oxford Spires Hotel
20161210,"P - Hartsfield Manor, Betchworth Brand [UK] (S) ^KW ^RLSA-B *AD",700007927,25,22,3.65,89,0,0,0,Hartsfield Manor
20161213,Principal Manchester General [UK] (S) ^KW ^RLSA *AD,697895232,25,32,29.39,4892,0,0,0,The Principal Manchester
20161209,"P - The Bonham Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657003,24,22,27.54,677,0,0,0,The Bonham Hotel
20161210,"P - Oxford Witney Hotel, Witney Brand [UK] (S) ^KW *AD",700007939,24,19,11.78,250,0,0,0,Oxford Witney Hotel
20161215,PHB Display Principal Remarketing [UK] (B),699222687,23,0,0,0,0,0,0,Principal
20161209,DV Latimer Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789740,22,18,10.47,121,0,0,0,De Vere Latimer Estate
20161210,"P - Oxford Spires Hotel, Oxford General [UK] (S) ^KW ^RLSA-B *NM",708657000,22,27,41.23,2142,0,0,0,Oxford Spires Hotel
20161213,"P - The Roxburghe Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657009,22,24,30.34,9057,0,0,0,The Roxburghe
20161214,DV Cotswold Water Park Brand + City [UK] (S) ^KW *AD,685552284,22,13,5.11,57,0,0,0,De Vere Cotswold Water Park
20161215,"P - Oxford Witney Hotel, Witney Brand [UK] (S) ^KW *AD",700007939,22,20,12.15,320,0,0,0,Oxford Witney Hotel
20161209,"P - Cheadle House, Cheadle General [UK] (S) ^KW ^RLSA-B *AD",708573809,21,21,27.51,763,0,0,0,Cheadle House
20161212,DV Cotswold Water Park Brand + City [UK] (S) ^KW *AD,685552284,21,14,5.24,48,0,0,0,De Vere Cotswold Water Park
20161215,DV Cotswold Water Park Brand + City [UK] (S) ^KW *AD,685552284,21,13,5.38,39,0,0,0,De Vere Cotswold Water Park
20161216,"P - Oxford Witney Hotel, Witney Brand [UK] (S) ^KW *AD",700007939,21,21,17.74,213,0,0,0,Oxford Witney Hotel
20161209,"P - Oxford Witney Hotel, Witney Brand [UK] (S) ^KW *AD",700007939,20,18,11.18,318,0,0,0,Oxford Witney Hotel
20161210,"P - Sunningdale Park, Ascot General [UK] (S) ^KW ^RLSA-B *AD",708573827,20,19,31.11,344,0,0,0,Sunningdale Park
20161211,"P - The Roxburghe Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657009,20,19,24.34,7102,0,0,0,The Roxburghe
20161212,"P - The Roxburghe Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657009,20,20,25.61,8752,0,0,0,The Roxburghe
20161210,DV Latimer Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789740,19,17,10.3,98,0,0,0,De Vere Latimer Estate
20161210,Principal York [UK] (C) ^REM *NM,693220992,19,16,4.92,3052,0,0,0,The Principal York
20161211,"P - Sunningdale Park, Ascot General [UK] (S) ^KW ^RLSA-B *AD",708573827,19,19,30.44,599,0,0,0,Sunningdale Park
20161212,"P - The Met Hotel, Leeds General [UK] (S) ^KW ^RLSA-B *AD",708657006,19,19,38.96,3635,1,138.54,1,The Met Hotel
20161215,"P - The Met Hotel, Leeds General [UK] (S) ^KW ^RLSA-B *AD",708657006,19,18,40.06,2370,0,0,0,The Met Hotel
20161216,"P - Gorse Hill, Woking Brand [UK] (S) ^KW ^RLSA-B *AD",700007924,19,17,6.83,239,0,0,0,Gorse Hill
20161216,"P - The Met Hotel, Leeds General [UK] (S) ^KW ^RLSA-B *AD",708657006,19,23,48.39,2765,0,0,0,The Met Hotel
20161216,"P - The Roxburghe Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657009,19,17,21.2,6742,0,0,0,The Roxburghe
20161210,"P - Cheadle House, Cheadle General [UK] (S) ^KW ^RLSA-B *AD",708573809,18,19,30.38,628,0,0,0,Cheadle House
20161211,DV Devonport House General [UK] (S) ^KW ^RLSA-B *AD,692789734,18,16,23.51,359,1,82.5,1,De Vere Devonport House
20161211,"P - Cheadle House, Cheadle General [UK] (S) ^KW ^RLSA-B *AD",708573809,18,20,25.93,673,0,0,0,Cheadle House
20161212,"P - Cheadle House, Cheadle General [UK] (S) ^KW ^RLSA-B *AD",708573809,18,18,25.5,881,0,0,0,Cheadle House
20161213,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,18,18,27.37,482,0,0,0,Hartsfield Manor
20161213,"P - Oxford Witney Hotel, Witney Brand [UK] (S) ^KW *AD",700007939,18,24,11.05,330,1,172.5,2,Oxford Witney Hotel
20161214,"P - Sunningdale Park, Ascot General [UK] (S) ^KW ^RLSA-B *AD",708573827,18,19,30.76,514,0,0,0,Sunningdale Park
20161215,"P - Sunningdale Park, Ascot General [UK] (S) ^KW ^RLSA-B *AD",708573827,18,18,28.24,379,0,0,0,Sunningdale Park
20161209,"P - Sunningdale Park, Ascot General [UK] (S) ^KW ^RLSA-B *AD",708573827,17,19,30.65,538,0,0,0,Sunningdale Park
20161210,Principal York General [UK] (S) ^KW ^RLSA *AD,697895235,17,19,20.33,1491,0,0,0,The Principal York
20161212,"P - Sunningdale Park, Ascot General [UK] (S) ^KW ^RLSA-B *AD",708573827,17,18,30.27,666,0,0,0,Sunningdale Park
20161214,"P - The Roxburghe Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657009,17,17,21.34,7732,0,0,0,The Roxburghe
20161214,Principal Edinburgh [UK] (C) ^REM *NM,693220971,17,22,3.58,1963,0,0,0,The Principal Edinburgh George…
20161215,"P - Hartsfield Manor, Betchworth Brand [UK] (S) ^KW ^RLSA-B *AD",700007927,17,16,2.18,100,0,0,0,Hartsfield Manor
20161209,Principal York [UK] (C) ^REM *NM,693220992,16,15,5.43,4439,0,0,0,The Principal York
20161209,Principal York General [UK] (S) ^KW ^RLSA *AD,697895235,16,14,20.78,1173,0,0,0,The Principal York
20161211,"P - Oxford Witney Hotel, Witney Brand [UK] (S) ^KW *AD",700007939,16,16,10.22,298,0,0,0,Oxford Witney Hotel
20161211,"P - Sunningdale Park, Ascot Brand [UK] (S) ^KW ^RLSA-B *AD",700007942,16,12,4.29,71,0,0,0,Sunningdale Park
20161211,"P - The Met Hotel, Leeds General [UK] (S) ^KW ^RLSA-B *AD",708657006,16,19,38.63,2404,0,0,0,The Met Hotel
20161212,"P - Oxford Witney Hotel, Witney Brand [UK] (S) ^KW *AD",700007939,16,19,13.01,345,0,0,0,Oxford Witney Hotel
20161212,Principal Edinburgh [UK] (C) ^REM *NM,693220971,16,15,2.04,2017,0,0,0,The Principal Edinburgh George…
20161213,"P - The Met Hotel, Leeds General [UK] (S) ^KW ^RLSA-B *AD",708657006,16,15,30.84,3003,0,0,0,The Met Hotel
20161210,Principal Manchester [UK] (C) ^REM *NM,693220983,15,15,4.12,3411,0,0,0,The Principal Manchester
20161212,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,15,13,4.85,25,0,0,0,Warbrook House
20161212,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,15,15,15.51,393,0,0,0,Principal
20161214,"P - The Met Hotel, Leeds General [UK] (S) ^KW ^RLSA-B *AD",708657006,15,14,27.78,2067,0,0,0,The Met Hotel
20161211,DV Latimer Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789740,14,13,4.75,85,0,0,0,De Vere Latimer Estate
20161213,"P - Oxford Witney Hotel, Witney General [UK] (S) ^KW ^RLSA-B *AD",708573821,14,13,21.11,1400,0,0,0,Oxford Witney Hotel
20161213,"P - Sunningdale Park, Ascot General [UK] (S) ^KW ^RLSA-B *AD",708573827,14,18,32.15,563,0,0,0,Sunningdale Park
20161214,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,14,11,12.44,301,0,0,0,Principal
20161216,Principal Edinburgh [UK] (C) ^REM *NM,693220971,14,15,1.96,1579,0,0,0,The Principal Edinburgh George…
20161209,"P - Oxford Witney Hotel, Witney General [UK] (S) ^KW ^RLSA-B *AD",708573821,13,12,18.7,1649,0,0,0,Oxford Witney Hotel
20161214,DV Latimer Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789740,13,12,5.15,102,0,0,0,De Vere Latimer Estate
20161214,DV Wotton House [UK] (C) ^REM *NM,685552212,13,11,5.36,3764,0,0,0,De Vere Wotton House
20161215,DV Latimer Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789740,13,17,6.82,98,0,0,0,De Vere Latimer Estate
20161215,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,13,13,24.14,400,0,0,0,Hartsfield Manor
20161216,"P - Sunningdale Park, Ascot General [UK] (S) ^KW ^RLSA-B *AD",708573827,13,12,18.44,285,0,0,0,Sunningdale Park
20161209,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,12,10,10.63,174,0,0,0,Blythswood Square Hotel
20161210,Principal Edinburgh [UK] (C) ^REM *NM,693220971,12,17,2.28,1558,0,0,0,The Principal Edinburgh George…
20161212,DV Alexandra House General [UK] (S) ^KW *AD,685552230,12,11,15.32,534,0,0,0,De Vere Alexandra House
20161212,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,12,13,24.65,510,0,0,0,Hartsfield Manor
20161214,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,12,11,21.06,413,0,0,0,Hartsfield Manor
20161216,DV Cotswold Water Park Brand + City [UK] (S) ^KW *AD,685552284,12,12,5.27,51,0,0,0,De Vere Cotswold Water Park
20161216,DV Latimer Estate Brand [UK] (S) ^KW ^RLSA-B *AD,692789740,12,14,4.99,116,0,0,0,De Vere Latimer Estate
20161216,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,12,12,23.9,355,0,0,0,Hartsfield Manor
20161209,P - The St. Davids Hotel & Spa General [UK] (S) ^KW ^RLSA-B *AD,708657012,11,10,10.15,1608,1,86.67,1,The St David's Hotel
20161210,DV Alexandra House General [UK] (S) ^KW *AD,685552230,11,13,15.37,423,0,0,0,De Vere Alexandra House
20161210,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,11,12,15.53,356,0,0,0,De Vere Wokefield Estate
20161210,"P - Oxford Witney Hotel, Witney General [UK] (S) ^KW ^RLSA-B *AD",708573821,11,13,21.1,1213,0,0,0,Oxford Witney Hotel
20161212,DV Devonport House General [UK] (S) ^KW ^RLSA-B *AD,692789734,11,9,17.46,432,0,0,0,De Vere Devonport House
20161212,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,11,9,9.86,250,0,0,0,Blythswood Square Hotel
20161214,"P - Cheadle House, Cheadle General [UK] (S) ^KW ^RLSA-B *AD",708573809,11,11,14.96,746,0,0,0,Cheadle House
20161215,"P - Oxford Witney Hotel, Witney General [UK] (S) ^KW ^RLSA-B *AD",708573821,11,10,16.02,1303,0,0,0,Oxford Witney Hotel
20161215,Principal Edinburgh [UK] (C) ^REM *NM,693220971,11,10,1.42,1903,0,0,0,The Principal Edinburgh George…
20161216,DV Devonport House General [UK] (S) ^KW ^RLSA-B *AD,692789734,11,11,16.18,269,0,0,0,De Vere Devonport House
20161216,DV Wotton House [UK] (C) ^REM *NM,685552212,11,8,4.1,2909,0,0,0,De Vere Wotton House
20161216,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,11,13,14.59,287,0,0,0,Principal
20161209,DV Alexandra House General [UK] (S) ^KW *AD,685552230,10,10,17.45,630,0,0,0,De Vere Alexandra House
20161209,DV Wotton House [UK] (C) ^REM *NM,685552212,10,8,4.82,3733,0,0,0,De Vere Wotton House
20161209,Principal Manchester [UK] (C) ^REM *NM,693220983,10,12,3.9,3498,0,0,0,The Principal Manchester
20161210,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,10,9,6.11,42,0,0,0,De Vere Tortworth Estate
20161211,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,10,10,15.46,428,0,0,0,Hartsfield Manor
20161212,"P - Oxford Witney Hotel, Witney General [UK] (S) ^KW ^RLSA-B *AD",708573821,10,12,19.7,1559,0,0,0,Oxford Witney Hotel
20161213,Principal Edinburgh [UK] (C) ^REM *NM,693220971,10,7,1.14,2017,0,0,0,The Principal Edinburgh George…
20161213,Principal York General [UK] (S) ^KW ^RLSA *AD,697895235,10,35,31.85,2486,0,0,0,The Principal York
20161214,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,10,8,10.78,469,0,0,0,De Vere Wokefield Estate
20161215,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,10,11,8.73,2355,0,0,0,De Vere Latimer Estate
20161216,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,10,9,10.79,211,0,0,0,Blythswood Square Hotel
20161209,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,9,8,5.83,56,0,0,0,De Vere Tortworth Estate
20161209,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,9,10,9.54,307,0,0,0,Principal
20161210,"P - Ettington Chase, Stratford-upon-Avon General [UK] (S) ^KW ^RLSA-B *AD",685510727,9,11,15.91,670,0,0,0,Ettington Chase
20161210,"P - Gorse Hill, Woking General [UK] (S) ^KW ^RLSA-B *AD",708573812,9,9,10.37,184,0,0,0,Gorse Hill
20161210,"P - Milton Hill, Abingdon General [UK] (S) ^KW ^RLSA-B *AD",708573818,9,6,7.18,109,0,0,0,Milton Hill
20161210,"P - The Met Hotel, Leeds General [UK] (S) ^KW ^RLSA-B *AD",708657006,9,10,17.04,1729,0,0,0,The Met Hotel
20161210,"P - The Roxburghe Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657009,9,11,12.35,5035,0,0,0,The Roxburghe
20161210,P - The St. Davids Hotel & Spa General [UK] (S) ^KW ^RLSA-B *AD,708657012,9,8,10.05,961,0,0,0,The St David's Hotel
20161211,P - The St. Davids Hotel & Spa General [UK] (S) ^KW ^RLSA-B *AD,708657012,9,9,8.72,707,0,0,0,The St David's Hotel
20161211,Principal Manchester [UK] (C) ^REM *NM,693220983,9,7,2.16,1953,0,0,0,The Principal Manchester
20161212,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,9,7,6.01,551,0,0,0,Grand Central Hotel
20161212,P - Grand Central Hotel PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,704060551,9,9,1.91,28,1,171.79,1,Grand Central Hotel
20161213,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,9,10,12.08,547,0,0,0,De Vere Wokefield Estate
20161213,DV Wotton House [UK] (C) ^REM *NM,685552212,9,13,8.72,3373,0,0,0,De Vere Wotton House
20161213,"P - Cheadle House, Cheadle General [UK] (S) ^KW ^RLSA-B *AD",708573809,9,11,17.94,856,0,0,0,Cheadle House
20161214,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,9,3,0.76,63,0,0,0,De Vere Oxford Thames
20161214,"P - Oxford Witney Hotel, Witney General [UK] (S) ^KW ^RLSA-B *AD",708573821,9,9,15.68,1527,0,0,0,Oxford Witney Hotel
20161214,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,9,7,2.55,20,0,0,0,Warbrook House
20161215,DV Wotton House [UK] (C) ^REM *NM,685552212,9,8,3.45,3110,0,0,0,De Vere Wotton House
20161215,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,9,10,16.21,316,0,0,0,Principal
20161209,DV Tortworth Estate Brand [WW-UK] (S) ^KW *AD,685552293,8,8,5.57,67,1,118.5,2,De Vere Tortworth Estate
20161209,"P - Ettington Chase, Stratford-upon-Avon General [UK] (S) ^KW ^RLSA-B *AD",685510727,8,9,14.97,1109,0,0,0,Ettington Chase
20161209,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,8,9,15.05,340,0,0,0,Hartsfield Manor
20161210,DV Wotton House [UK] (C) ^REM *NM,685552212,8,5,2.66,2992,0,0,0,De Vere Wotton House
20161210,"P - Hartsfield Manor, Betchworth General [UK] (S) ^KW ^RLSA-B *AD",708573815,8,8,15.25,197,0,0,0,Hartsfield Manor
20161211,DV Alexandra House General [UK] (S) ^KW *AD,685552230,8,8,12.32,256,0,0,0,De Vere Alexandra House
20161211,"P - Oxford Witney Hotel, Witney General [UK] (S) ^KW ^RLSA-B *AD",708573821,8,11,20.52,1072,0,0,0,Oxford Witney Hotel
20161211,Principal York [UK] (C) ^REM *NM,693220992,8,9,2.58,2474,0,0,0,The Principal York
20161212,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,8,8,12.93,560,0,0,0,De Vere Wokefield Estate
20161212,"P - Ettington Chase, Stratford-upon-Avon General [UK] (S) ^KW ^RLSA-B *AD",685510727,8,8,11.58,780,0,0,0,Ettington Chase
20161212,"P - Gorse Hill, Woking General [UK] (S) ^KW ^RLSA-B *AD",708573812,8,7,8.82,198,0,0,0,Gorse Hill
20161212,"P - Milton Hill, Abingdon General [UK] (S) ^KW ^RLSA-B *AD",708573818,8,7,9.79,185,0,0,0,Milton Hill
20161213,"P - Ettington Chase, Stratford-upon-Avon General [UK] (S) ^KW ^RLSA-B *AD",685510727,8,6,10.96,423,0,0,0,Ettington Chase
20161213,"P - Gorse Hill, Woking General [UK] (S) ^KW ^RLSA-B *AD",708573812,8,4,4.48,164,0,0,0,Gorse Hill
20161215,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,8,7,9.83,170,0,0,0,Blythswood Square Hotel
20161215,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,8,8,4.7,737,0,0,0,Grand Central Hotel
20161216,"P - Ettington Chase, Stratford-upon-Avon General [UK] (S) ^KW ^RLSA-B *AD",685510727,8,8,10.23,1004,0,0,0,Ettington Chase
20161216,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,8,7,2.25,17,0,0,0,Warbrook House
20161209,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,7,7,5.99,70,0,0,0,De Vere Cotswold Water Park
20161209,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,7,7,5.03,343,0,0,0,Grand Central Hotel
20161209,Principal Edinburgh [UK] (C) ^REM *NM,693220971,7,8,1.3,1608,0,0,0,The Principal Edinburgh George…
20161210,DV Devonport House - All Visitors [UK] ^REM *NM,692789728,7,6,2.31,1820,0,0,0,De Vere Devonport House
20161210,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,7,6,3.95,2271,0,0,0,De Vere Latimer Estate
20161211,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,7,7,3.14,59,0,0,0,De Vere Oxford Thames
20161211,DV Wotton House [UK] (C) ^REM *NM,685552212,7,3,2.02,3425,0,0,0,De Vere Wotton House
20161211,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,7,7,10.62,376,0,0,0,Blythswood Square Hotel
20161211,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,7,6,5.33,508,2,395.26,6,Grand Central Hotel
20161212,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,7,9,5.64,63,0,0,0,De Vere Cotswold Water Park
20161212,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,7,5,4.52,65,1,87.5,1,De Vere Oxford Thames
20161212,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,7,8,5.16,73,0,0,0,De Vere Tortworth Estate
20161212,DV Wotton House [UK] (C) ^REM *NM,685552212,7,6,4.61,3620,0,0,0,De Vere Wotton House
20161213,DV Cotswold Water Park Brand + City [UK] (S) ^KW *AD,685552284,7,14,5.38,47,0,0,0,De Vere Cotswold Water Park
20161213,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,7,7,3.13,58,0,0,0,De Vere Oxford Thames
20161213,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,7,11,3.51,27,0,0,0,Warbrook House
20161213,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,7,12,12.37,333,0,0,0,Principal
20161214,DV Alexandra House General [UK] (S) ^KW *AD,685552230,7,9,12.91,487,0,0,0,De Vere Alexandra House
20161214,DV Devonport House General [UK] (S) ^KW ^RLSA-B *AD,692789734,7,6,14.17,379,0,0,0,De Vere Devonport House
20161215,P - Grand Central Hotel PH Brand + City [UK] (S) ^KW ^RLSA-B *AD,704060551,7,5,0.86,22,0,0,0,Grand Central Hotel
20161215,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,7,5,2.12,42,0,0,0,Principal
20161216,"P - Oxford Witney Hotel, Witney General [UK] (S) ^KW ^RLSA-B *AD",708573821,7,8,12.44,1293,0,0,0,Oxford Witney Hotel
20161209,"P - The Roxburghe Hotel, Edinburgh General [UK] (S) ^KW ^RLSA-B *AD",708657009,6,7,7.44,6845,0,0,0,The Roxburghe
20161210,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,6,5,3.42,56,1,142.5,1,De Vere Cotswold Water Park
20161210,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,6,5,2.63,40,0,0,0,De Vere Oxford Thames
20161210,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,6,7,10.98,193,0,0,0,Blythswood Square Hotel
20161211,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,6,4,2.12,69,0,0,0,De Vere Tortworth Estate
20161211,"P - Ettington Chase, Stratford-upon-Avon General [UK] (S) ^KW ^RLSA-B *AD",685510727,6,6,9.55,914,0,0,0,Ettington Chase
20161211,"P - Milton Hill, Abingdon General [UK] (S) ^KW ^RLSA-B *AD",708573818,6,3,6.78,91,1,74.17,1,Milton Hill
20161211,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,6,4,1.97,12,0,0,0,Warbrook House
20161211,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,6,8,9.82,308,0,0,0,Principal
20161213,DV Alexandra House General [UK] (S) ^KW *AD,685552230,6,7,12.53,376,0,0,0,De Vere Alexandra House
20161213,DV Cotswold Water Park Brand [WW-UK] (S) ^KW *AD,685552281,6,7,2.8,82,0,0,0,De Vere Cotswold Water Park
20161213,DV Devonport House General [UK] (S) ^KW ^RLSA-B *AD,692789734,6,5,12.59,484,0,0,0,De Vere Devonport House
20161213,"P - Milton Hill, Abingdon General [UK] (S) ^KW ^RLSA-B *AD",708573818,6,7,12.36,127,0,0,0,Milton Hill
20161214,"P - Blythswood Square, Glasgow General [UK] (S) ^KW ^RLSA-B *AD",685551972,6,6,9.62,98,0,0,0,Blythswood Square Hotel
20161214,"P - Ettington Chase, Stratford-upon-Avon General [UK] (S) ^KW ^RLSA-B *AD",685510727,6,7,10.92,589,0,0,0,Ettington Chase
20161214,"P - Gorse Hill, Woking General [UK] (S) ^KW ^RLSA-B *AD",708573812,6,6,7.46,147,0,0,0,Gorse Hill
20161214,"P - Milton Hill, Abingdon General [UK] (S) ^KW ^RLSA-B *AD",708573818,6,6,9.98,129,0,0,0,Milton Hill
20161215,DV Alexandra House General [UK] (S) ^KW *AD,685552230,6,6,5.78,558,0,0,0,De Vere Alexandra House
20161215,DV Oxford Thames Brand [WW-UK] (S) ^KW *AD,685510703,6,3,1.2,56,0,0,0,De Vere Oxford Thames
20161215,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,6,6,5.62,61,0,0,0,De Vere Tortworth Estate
20161215,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,6,6,8.02,423,0,0,0,De Vere Wokefield Estate
20161215,"P - Ettington Chase, Stratford-upon-Avon General [UK] (S) ^KW ^RLSA-B *AD",685510727,6,8,10.87,620,0,0,0,Ettington Chase
20161215,"P - Gorse Hill, Woking General [UK] (S) ^KW ^RLSA-B *AD",708573812,6,4,3.29,119,0,0,0,Gorse Hill
20161216,DV Alexandra House General [UK] (S) ^KW *AD,685552230,6,5,5.63,155,0,0,0,De Vere Alexandra House
20161216,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,6,6,5.22,55,0,0,0,De Vere Tortworth Estate
20161216,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,6,6,5.17,264,0,0,0,Grand Central Hotel
20161216,P - The St. Davids Hotel & Spa General [UK] (S) ^KW ^RLSA-B *AD,708657012,6,5,4.27,271,0,0,0,The St David's Hotel
20161209,DV Devonport House General [UK] (S) ^KW ^RLSA-B *AD,692789734,5,5,10.06,343,0,0,0,De Vere Devonport House
20161209,DV Wokefield Estate General [UK] (S) ^KW ^RLSA-B *AD,692789758,5,5,11.49,491,0,0,0,De Vere Wokefield Estate
20161209,"P - Warbrook House, Hook Brand [UK] (S) ^KW ^RLSA-B *AD",700007945,5,4,1.06,9,0,0,0,Warbrook House
20161209,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,5,5,1.25,27,0,0,0,Principal
20161210,P - Grand Central Hotel General [UK] (S) ^RLSA ^KW *AD,704060554,5,6,4.84,486,0,0,0,Grand Central Hotel
20161210,PHB Principal Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692255215,5,5,5.2,229,0,0,0,Principal
20161212,DV Latimer Estate Remarketing [UK] (C) ^REM *NM,692789746,5,7,3.87,3011,0,0,0,De Vere Latimer Estate
20161212,PHB Principal Hayley Brand [WW-UK] (S) ^KW ^RLSA-B *AD,692715556,5,6,2.34,30,0,0,0,Principal
20161213,DV Tortworth Estate Brand [WW-UK] (S) ^KW *AD,685552293,5,5,3.64,75,0,0,0,De Vere Tortworth Estate
20161213,DV Tortworth Estate Brand + City [UK] (S) ^KW *AD,685510691,5,6,5.5,64,0,0,0,De Vere Tortworth Estate
